,country_region_code,country_region,sub_region_1,sub_region_2,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,address,non_residential_change_from_baseline
148110,PH,Philippines,Ilocos Region,,2020-06-02,-62.0,-32.0,-35.0,-38.0,-42.0,21.0,"Ilocos Region, Philippines",-41.8
148111,PH,Philippines,Ilocos Region,,2020-06-03,-59.0,-33.0,-35.0,-38.0,-40.0,21.0,"Ilocos Region, Philippines",-41.0
148112,PH,Philippines,Ilocos Region,,2020-06-04,-60.0,-33.0,-35.0,-38.0,-42.0,21.0,"Ilocos Region, Philippines",-41.6
148113,PH,Philippines,Ilocos Region,,2020-06-05,-55.0,-36.0,-41.0,-43.0,-39.0,23.0,"Ilocos Region, Philippines",-42.8
148114,PH,Philippines,Metro Manila,,2020-02-15,8.0,4.0,19.0,5.0,5.0,0.0,"Metro Manila, Philippines",8.2
148115,PH,Philippines,Metro Manila,,2020-02-16,3.0,2.0,6.0,-1.0,1.0,0.0,"Metro Manila, Philippines",2.2
148116,PH,Philippines,Metro Manila,,2020-02-17,0.0,2.0,-1.0,-1.0,4.0,0.0,"Metro Manila, Philippines",0.8
148117,PH,Philippines,Metro Manila,,2020-02-18,0.0,3.0,1.0,2.0,4.0,0.0,"Metro Manila, Philippines",2.0
148118,PH,Philippines,Metro Manila,,2020-02-19,-3.0,-2.0,-4.0,-5.0,4.0,0.0,"Metro Manila, Philippines",-2.0
148119,PH,Philippines,Metro Manila,,2020-02-20,-1.0,-2.0,-2.0,-2.0,4.0,0.0,"Metro Manila, Philippines",-0.6
148120,PH,Philippines,Metro Manila,,2020-02-21,-2.0,-3.0,-1.0,-5.0,5.0,1.0,"Metro Manila, Philippines",-1.2
148121,PH,Philippines,Metro Manila,,2020-02-22,0.0,-2.0,10.0,0.0,5.0,0.0,"Metro Manila, Philippines",2.6
148122,PH,Philippines,Metro Manila,,2020-02-23,-4.0,-5.0,3.0,-9.0,2.0,1.0,"Metro Manila, Philippines",-2.6
148123,PH,Philippines,Metro Manila,,2020-02-24,0.0,-3.0,5.0,-6.0,1.0,0.0,"Metro Manila, Philippines",-0.6
148124,PH,Philippines,Metro Manila,,2020-02-25,-6.0,-5.0,5.0,-28.0,-46.0,12.0,"Metro Manila, Philippines",-16.0
148125,PH,Philippines,Metro Manila,,2020-02-26,-3.0,-1.0,2.0,-3.0,4.0,0.0,"Metro Manila, Philippines",-0.2
148126,PH,Philippines,Metro Manila,,2020-02-27,-2.0,-1.0,3.0,-4.0,4.0,0.0,"Metro Manila, Philippines",0.0
148127,PH,Philippines,Metro Manila,,2020-02-28,0.0,1.0,6.0,-4.0,5.0,0.0,"Metro Manila, Philippines",1.6
148128,PH,Philippines,Metro Manila,,2020-02-29,5.0,5.0,15.0,4.0,7.0,0.0,"Metro Manila, Philippines",7.2
148129,PH,Philippines,Metro Manila,,2020-03-01,2.0,5.0,8.0,-4.0,4.0,0.0,"Metro Manila, Philippines",3.0
148130,PH,Philippines,Metro Manila,,2020-03-02,0.0,3.0,2.0,-4.0,6.0,0.0,"Metro Manila, Philippines",1.4
148131,PH,Philippines,Metro Manila,,2020-03-03,0.0,3.0,1.0,-3.0,5.0,0.0,"Metro Manila, Philippines",1.2
148132,PH,Philippines,Metro Manila,,2020-03-04,-2.0,2.0,-1.0,-6.0,4.0,1.0,"Metro Manila, Philippines",-0.6
148133,PH,Philippines,Metro Manila,,2020-03-05,-1.0,2.0,0.0,-3.0,4.0,0.0,"Metro Manila, Philippines",0.4
148134,PH,Philippines,Metro Manila,,2020-03-06,-3.0,-1.0,1.0,-6.0,5.0,1.0,"Metro Manila, Philippines",-0.8
148135,PH,Philippines,Metro Manila,,2020-03-07,-1.0,0.0,13.0,-2.0,6.0,0.0,"Metro Manila, Philippines",3.2
148136,PH,Philippines,Metro Manila,,2020-03-08,-6.0,-2.0,1.0,-10.0,2.0,1.0,"Metro Manila, Philippines",-3.0
148137,PH,Philippines,Metro Manila,,2020-03-09,-5.0,2.0,-5.0,-9.0,2.0,1.0,"Metro Manila, Philippines",-3.0
148138,PH,Philippines,Metro Manila,,2020-03-10,-11.0,4.0,-18.0,-16.0,-14.0,6.0,"Metro Manila, Philippines",-11.0
148139,PH,Philippines,Metro Manila,,2020-03-11,-15.0,5.0,-24.0,-23.0,-15.0,7.0,"Metro Manila, Philippines",-14.4
148140,PH,Philippines,Metro Manila,,2020-03-12,-16.0,10.0,-25.0,-22.0,-16.0,7.0,"Metro Manila, Philippines",-13.8
148141,PH,Philippines,Metro Manila,,2020-03-13,-22.0,7.0,-32.0,-25.0,-19.0,10.0,"Metro Manila, Philippines",-18.2
148142,PH,Philippines,Metro Manila,,2020-03-14,-28.0,2.0,-36.0,-23.0,-11.0,8.0,"Metro Manila, Philippines",-19.2
148143,PH,Philippines,Metro Manila,,2020-03-15,-54.0,-24.0,-56.0,-58.0,-16.0,15.0,"Metro Manila, Philippines",-41.6
148144,PH,Philippines,Metro Manila,,2020-03-16,-48.0,-9.0,-42.0,-53.0,-35.0,17.0,"Metro Manila, Philippines",-37.4
148145,PH,Philippines,Metro Manila,,2020-03-17,-76.0,-39.0,-69.0,-81.0,-71.0,32.0,"Metro Manila, Philippines",-67.2
148146,PH,Philippines,Metro Manila,,2020-03-18,-81.0,-49.0,-75.0,-87.0,-76.0,36.0,"Metro Manila, Philippines",-73.6
148147,PH,Philippines,Metro Manila,,2020-03-19,-83.0,-54.0,-76.0,-88.0,-78.0,38.0,"Metro Manila, Philippines",-75.8
148148,PH,Philippines,Metro Manila,,2020-03-20,-84.0,-56.0,-78.0,-90.0,-79.0,41.0,"Metro Manila, Philippines",-77.4
148149,PH,Philippines,Metro Manila,,2020-03-21,-84.0,-56.0,-77.0,-89.0,-72.0,32.0,"Metro Manila, Philippines",-75.6
148150,PH,Philippines,Metro Manila,,2020-03-22,-85.0,-59.0,-80.0,-89.0,-63.0,27.0,"Metro Manila, Philippines",-75.2
148151,PH,Philippines,Metro Manila,,2020-03-23,-83.0,-57.0,-78.0,-91.0,-80.0,38.0,"Metro Manila, Philippines",-77.8
148152,PH,Philippines,Metro Manila,,2020-03-24,-84.0,-59.0,-79.0,-91.0,-81.0,39.0,"Metro Manila, Philippines",-78.8
148153,PH,Philippines,Metro Manila,,2020-03-25,-85.0,-59.0,-80.0,-91.0,-81.0,39.0,"Metro Manila, Philippines",-79.2
148154,PH,Philippines,Metro Manila,,2020-03-26,-85.0,-62.0,-80.0,-91.0,-82.0,40.0,"Metro Manila, Philippines",-80.0
148155,PH,Philippines,Metro Manila,,2020-03-27,-85.0,-59.0,-80.0,-92.0,-81.0,42.0,"Metro Manila, Philippines",-79.4
148156,PH,Philippines,Metro Manila,,2020-03-28,-84.0,-58.0,-79.0,-90.0,-74.0,34.0,"Metro Manila, Philippines",-77.0
148157,PH,Philippines,Metro Manila,,2020-03-29,-86.0,-62.0,-81.0,-90.0,-65.0,28.0,"Metro Manila, Philippines",-76.8
148158,PH,Philippines,Metro Manila,,2020-03-30,-84.0,-62.0,-79.0,-92.0,-81.0,39.0,"Metro Manila, Philippines",-79.6
148159,PH,Philippines,Metro Manila,,2020-03-31,-85.0,-62.0,-80.0,-92.0,-82.0,39.0,"Metro Manila, Philippines",-80.2
148160,PH,Philippines,Metro Manila,,2020-04-01,-85.0,-63.0,-81.0,-92.0,-82.0,40.0,"Metro Manila, Philippines",-80.6
148161,PH,Philippines,Metro Manila,,2020-04-02,-86.0,-64.0,-81.0,-92.0,-82.0,41.0,"Metro Manila, Philippines",-81.0
148162,PH,Philippines,Metro Manila,,2020-04-03,-86.0,-64.0,-81.0,-92.0,-81.0,44.0,"Metro Manila, Philippines",-80.8
148163,PH,Philippines,Metro Manila,,2020-04-04,-85.0,-62.0,-80.0,-91.0,-74.0,34.0,"Metro Manila, Philippines",-78.4
148164,PH,Philippines,Metro Manila,,2020-04-05,-86.0,-63.0,-81.0,-91.0,-66.0,28.0,"Metro Manila, Philippines",-77.4
148165,PH,Philippines,Metro Manila,,2020-04-06,-84.0,-61.0,-79.0,-92.0,-81.0,39.0,"Metro Manila, Philippines",-79.4
148166,PH,Philippines,Metro Manila,,2020-04-07,-83.0,-58.0,-79.0,-91.0,-82.0,39.0,"Metro Manila, Philippines",-78.6
148167,PH,Philippines,Metro Manila,,2020-04-08,-82.0,-54.0,-79.0,-91.0,-81.0,39.0,"Metro Manila, Philippines",-77.4
148168,PH,Philippines,Metro Manila,,2020-04-09,-89.0,-72.0,-82.0,-93.0,-87.0,42.0,"Metro Manila, Philippines",-84.6
148169,PH,Philippines,Metro Manila,,2020-04-10,-92.0,-80.0,-87.0,-95.0,-88.0,47.0,"Metro Manila, Philippines",-88.4
148170,PH,Philippines,Metro Manila,,2020-04-11,-86.0,-63.0,-81.0,-92.0,-77.0,35.0,"Metro Manila, Philippines",-79.8
148171,PH,Philippines,Metro Manila,,2020-04-12,-85.0,-61.0,-80.0,-90.0,-67.0,28.0,"Metro Manila, Philippines",-76.6
148172,PH,Philippines,Metro Manila,,2020-04-13,-82.0,-57.0,-77.0,-91.0,-80.0,38.0,"Metro Manila, Philippines",-77.4
148173,PH,Philippines,Metro Manila,,2020-04-14,-82.0,-57.0,-77.0,-90.0,-81.0,39.0,"Metro Manila, Philippines",-77.4
148174,PH,Philippines,Metro Manila,,2020-04-15,-82.0,-57.0,-78.0,-91.0,-80.0,40.0,"Metro Manila, Philippines",-77.6
148175,PH,Philippines,Metro Manila,,2020-04-16,-84.0,-60.0,-78.0,-91.0,-81.0,40.0,"Metro Manila, Philippines",-78.8
148176,PH,Philippines,Metro Manila,,2020-04-17,-85.0,-61.0,-79.0,-92.0,-80.0,43.0,"Metro Manila, Philippines",-79.4
148177,PH,Philippines,Metro Manila,,2020-04-18,-84.0,-60.0,-78.0,-90.0,-74.0,34.0,"Metro Manila, Philippines",-77.2
148178,PH,Philippines,Metro Manila,,2020-04-19,-85.0,-59.0,-79.0,-90.0,-66.0,28.0,"Metro Manila, Philippines",-75.8
148179,PH,Philippines,Metro Manila,,2020-04-20,-82.0,-57.0,-77.0,-91.0,-80.0,38.0,"Metro Manila, Philippines",-77.4
148180,PH,Philippines,Metro Manila,,2020-04-21,-84.0,-61.0,-79.0,-92.0,-81.0,40.0,"Metro Manila, Philippines",-79.4
148181,PH,Philippines,Metro Manila,,2020-04-22,-85.0,-64.0,-80.0,-92.0,-81.0,41.0,"Metro Manila, Philippines",-80.4
148182,PH,Philippines,Metro Manila,,2020-04-23,-85.0,-64.0,-81.0,-92.0,-82.0,41.0,"Metro Manila, Philippines",-80.8
148183,PH,Philippines,Metro Manila,,2020-04-24,-86.0,-65.0,-81.0,-93.0,-81.0,44.0,"Metro Manila, Philippines",-81.2
148184,PH,Philippines,Metro Manila,,2020-04-25,-85.0,-62.0,-79.0,-91.0,-74.0,35.0,"Metro Manila, Philippines",-78.2
148185,PH,Philippines,Metro Manila,,2020-04-26,-86.0,-64.0,-81.0,-91.0,-66.0,29.0,"Metro Manila, Philippines",-77.6
148186,PH,Philippines,Metro Manila,,2020-04-27,-83.0,-61.0,-78.0,-91.0,-79.0,39.0,"Metro Manila, Philippines",-78.4
148187,PH,Philippines,Metro Manila,,2020-04-28,-83.0,-60.0,-78.0,-91.0,-80.0,39.0,"Metro Manila, Philippines",-78.4
148188,PH,Philippines,Metro Manila,,2020-04-29,-83.0,-59.0,-79.0,-91.0,-79.0,39.0,"Metro Manila, Philippines",-78.2
148189,PH,Philippines,Metro Manila,,2020-04-30,-88.0,-51.0,-92.0,-89.0,-79.0,39.0,"Metro Manila, Philippines",-79.8
148190,PH,Philippines,Metro Manila,,2020-05-01,-90.0,-54.0,-93.0,-90.0,-83.0,44.0,"Metro Manila, Philippines",-82.0
148191,PH,Philippines,Metro Manila,,2020-05-02,-89.0,-53.0,-93.0,-88.0,-72.0,34.0,"Metro Manila, Philippines",-79.0
148192,PH,Philippines,Metro Manila,,2020-05-03,-90.0,-57.0,-93.0,-88.0,-65.0,28.0,"Metro Manila, Philippines",-78.6
148193,PH,Philippines,Metro Manila,,2020-05-04,-88.0,-54.0,-92.0,-88.0,-78.0,38.0,"Metro Manila, Philippines",-80.0
148194,PH,Philippines,Metro Manila,,2020-05-05,-88.0,-51.0,-92.0,-88.0,-78.0,38.0,"Metro Manila, Philippines",-79.4
148195,PH,Philippines,Metro Manila,,2020-05-06,-88.0,-49.0,-92.0,-88.0,-78.0,39.0,"Metro Manila, Philippines",-79.0
148196,PH,Philippines,Metro Manila,,2020-05-07,-87.0,-50.0,-92.0,-88.0,-78.0,39.0,"Metro Manila, Philippines",-79.0
148197,PH,Philippines,Metro Manila,,2020-05-08,-87.0,-50.0,-91.0,-89.0,-77.0,41.0,"Metro Manila, Philippines",-78.8
148198,PH,Philippines,Metro Manila,,2020-05-09,-85.0,-46.0,-91.0,-86.0,-69.0,32.0,"Metro Manila, Philippines",-75.4
148199,PH,Philippines,Metro Manila,,2020-05-10,-83.0,-43.0,-91.0,-85.0,-59.0,25.0,"Metro Manila, Philippines",-72.2
148200,PH,Philippines,Metro Manila,,2020-05-11,-85.0,-47.0,-90.0,-87.0,-76.0,37.0,"Metro Manila, Philippines",-77.0
148201,PH,Philippines,Metro Manila,,2020-05-12,-86.0,-47.0,-91.0,-87.0,-77.0,38.0,"Metro Manila, Philippines",-77.6
148202,PH,Philippines,Metro Manila,,2020-05-13,-86.0,-47.0,-91.0,-87.0,-76.0,38.0,"Metro Manila, Philippines",-77.4
148203,PH,Philippines,Metro Manila,,2020-05-14,-85.0,-46.0,-90.0,-87.0,-76.0,38.0,"Metro Manila, Philippines",-76.8
148204,PH,Philippines,Metro Manila,,2020-05-15,-88.0,-56.0,-91.0,-90.0,-77.0,41.0,"Metro Manila, Philippines",-80.4
148205,PH,Philippines,Metro Manila,,2020-05-16,-81.0,-38.0,-88.0,-83.0,-65.0,30.0,"Metro Manila, Philippines",-71.0
148206,PH,Philippines,Metro Manila,,2020-05-17,-82.0,-41.0,-88.0,-83.0,-55.0,26.0,"Metro Manila, Philippines",-69.8
148207,PH,Philippines,Metro Manila,,2020-05-18,-79.0,-36.0,-87.0,-83.0,-68.0,33.0,"Metro Manila, Philippines",-70.6
148208,PH,Philippines,Metro Manila,,2020-05-19,-80.0,-39.0,-88.0,-83.0,-70.0,34.0,"Metro Manila, Philippines",-72.0
148209,PH,Philippines,Metro Manila,,2020-05-20,-79.0,-38.0,-88.0,-84.0,-69.0,35.0,"Metro Manila, Philippines",-71.6
148210,PH,Philippines,Metro Manila,,2020-05-21,-79.0,-38.0,-88.0,-84.0,-70.0,35.0,"Metro Manila, Philippines",-71.8
148211,PH,Philippines,Metro Manila,,2020-05-22,-80.0,-40.0,-88.0,-85.0,-68.0,38.0,"Metro Manila, Philippines",-72.2
148212,PH,Philippines,Metro Manila,,2020-05-23,-79.0,-39.0,-88.0,-82.0,-59.0,30.0,"Metro Manila, Philippines",-69.4
148213,PH,Philippines,Metro Manila,,2020-05-24,-80.0,-39.0,-89.0,-81.0,-52.0,25.0,"Metro Manila, Philippines",-68.2
148214,PH,Philippines,Metro Manila,,2020-05-25,-79.0,-37.0,-89.0,-85.0,-77.0,37.0,"Metro Manila, Philippines",-73.4
148215,PH,Philippines,Metro Manila,,2020-05-26,-78.0,-37.0,-87.0,-82.0,-66.0,33.0,"Metro Manila, Philippines",-70.0
148216,PH,Philippines,Metro Manila,,2020-05-27,-78.0,-37.0,-87.0,-83.0,-66.0,34.0,"Metro Manila, Philippines",-70.2
148217,PH,Philippines,Metro Manila,,2020-05-28,-78.0,-38.0,-88.0,-83.0,-66.0,35.0,"Metro Manila, Philippines",-70.6
148218,PH,Philippines,Metro Manila,,2020-05-29,-79.0,-38.0,-87.0,-83.0,-65.0,37.0,"Metro Manila, Philippines",-70.4
148219,PH,Philippines,Metro Manila,,2020-05-30,-76.0,-31.0,-87.0,-80.0,-54.0,28.0,"Metro Manila, Philippines",-65.6
148220,PH,Philippines,Metro Manila,,2020-05-31,-77.0,-32.0,-87.0,-78.0,-45.0,24.0,"Metro Manila, Philippines",-63.8
148221,PH,Philippines,Metro Manila,,2020-06-01,-72.0,-24.0,-83.0,-75.0,-58.0,29.0,"Metro Manila, Philippines",-62.4
148222,PH,Philippines,Metro Manila,,2020-06-02,-72.0,-24.0,-84.0,-74.0,-60.0,30.0,"Metro Manila, Philippines",-62.8
148223,PH,Philippines,Metro Manila,,2020-06-03,-71.0,-23.0,-84.0,-73.0,-59.0,30.0,"Metro Manila, Philippines",-62.0
148224,PH,Philippines,Metro Manila,,2020-06-04,-72.0,-25.0,-84.0,-73.0,-60.0,30.0,"Metro Manila, Philippines",-62.8
148225,PH,Philippines,Metro Manila,,2020-06-05,-68.0,-26.0,-78.0,-74.0,-58.0,32.0,"Metro Manila, Philippines",-60.8
148226,PH,Philippines,MIMAROPA,,2020-02-15,4.0,5.0,-5.0,-1.0,6.0,1.0,"MIMAROPA, Philippines",1.8
148227,PH,Philippines,MIMAROPA,,2020-02-16,3.0,2.0,-6.0,0.0,2.0,2.0,"MIMAROPA, Philippines",0.2
148228,PH,Philippines,MIMAROPA,,2020-02-17,0.0,-1.0,-8.0,4.0,6.0,1.0,"MIMAROPA, Philippines",0.2
148229,PH,Philippines,MIMAROPA,,2020-02-18,0.0,-1.0,-10.0,0.0,4.0,2.0,"MIMAROPA, Philippines",-1.4
148230,PH,Philippines,MIMAROPA,,2020-02-19,-1.0,-2.0,-12.0,-2.0,4.0,2.0,"MIMAROPA, Philippines",-2.6
148231,PH,Philippines,MIMAROPA,,2020-02-20,-3.0,-5.0,-10.0,-1.0,1.0,1.0,"MIMAROPA, Philippines",-3.6
148232,PH,Philippines,MIMAROPA,,2020-02-21,-1.0,2.0,-6.0,0.0,4.0,2.0,"MIMAROPA, Philippines",-0.2
148233,PH,Philippines,MIMAROPA,,2020-02-22,1.0,4.0,-4.0,1.0,8.0,1.0,"MIMAROPA, Philippines",2.0
148234,PH,Philippines,MIMAROPA,,2020-02-23,-1.0,3.0,-3.0,0.0,4.0,2.0,"MIMAROPA, Philippines",0.6
148235,PH,Philippines,MIMAROPA,,2020-02-24,1.0,2.0,-2.0,3.0,8.0,0.0,"MIMAROPA, Philippines",2.4
148236,PH,Philippines,MIMAROPA,,2020-02-25,2.0,8.0,0.0,4.0,-36.0,9.0,"MIMAROPA, Philippines",-4.4
148237,PH,Philippines,MIMAROPA,,2020-02-26,-3.0,-1.0,-10.0,-1.0,8.0,1.0,"MIMAROPA, Philippines",-1.4
148238,PH,Philippines,MIMAROPA,,2020-02-27,-2.0,-2.0,-9.0,0.0,3.0,2.0,"MIMAROPA, Philippines",-2.0
148239,PH,Philippines,MIMAROPA,,2020-02-28,-1.0,1.0,-7.0,0.0,9.0,1.0,"MIMAROPA, Philippines",0.4
148240,PH,Philippines,MIMAROPA,,2020-02-29,1.0,7.0,-4.0,0.0,14.0,0.0,"MIMAROPA, Philippines",3.6
148241,PH,Philippines,MIMAROPA,,2020-03-01,-1.0,3.0,-3.0,-2.0,10.0,1.0,"MIMAROPA, Philippines",1.4
148242,PH,Philippines,MIMAROPA,,2020-03-02,-1.0,3.0,-6.0,-1.0,9.0,1.0,"MIMAROPA, Philippines",0.8
148243,PH,Philippines,MIMAROPA,,2020-03-03,-1.0,-1.0,-10.0,-5.0,7.0,1.0,"MIMAROPA, Philippines",-2.0
148244,PH,Philippines,MIMAROPA,,2020-03-04,-2.0,-1.0,-9.0,-8.0,-2.0,4.0,"MIMAROPA, Philippines",-4.4
148245,PH,Philippines,MIMAROPA,,2020-03-05,1.0,-1.0,-9.0,-6.0,7.0,1.0,"MIMAROPA, Philippines",-1.6
148246,PH,Philippines,MIMAROPA,,2020-03-06,-3.0,-4.0,-7.0,-4.0,11.0,1.0,"MIMAROPA, Philippines",-1.4
148247,PH,Philippines,MIMAROPA,,2020-03-07,-3.0,2.0,-3.0,-4.0,12.0,2.0,"MIMAROPA, Philippines",0.8
148248,PH,Philippines,MIMAROPA,,2020-03-08,-2.0,-2.0,-4.0,-3.0,6.0,2.0,"MIMAROPA, Philippines",-1.0
148249,PH,Philippines,MIMAROPA,,2020-03-09,-4.0,-1.0,-8.0,-2.0,9.0,1.0,"MIMAROPA, Philippines",-1.2
148250,PH,Philippines,MIMAROPA,,2020-03-10,-1.0,2.0,-10.0,-5.0,6.0,1.0,"MIMAROPA, Philippines",-1.6
148251,PH,Philippines,MIMAROPA,,2020-03-11,-4.0,0.0,-10.0,-4.0,6.0,2.0,"MIMAROPA, Philippines",-2.4
148252,PH,Philippines,MIMAROPA,,2020-03-12,-3.0,2.0,-9.0,-1.0,5.0,2.0,"MIMAROPA, Philippines",-1.2
148253,PH,Philippines,MIMAROPA,,2020-03-13,-1.0,10.0,-11.0,11.0,10.0,1.0,"MIMAROPA, Philippines",3.8
148254,PH,Philippines,MIMAROPA,,2020-03-14,-12.0,6.0,-15.0,16.0,1.0,3.0,"MIMAROPA, Philippines",-0.8
148255,PH,Philippines,MIMAROPA,,2020-03-15,-29.0,-14.0,-20.0,-29.0,-5.0,7.0,"MIMAROPA, Philippines",-19.4
148256,PH,Philippines,MIMAROPA,,2020-03-16,-30.0,-16.0,-22.0,-33.0,-28.0,13.0,"MIMAROPA, Philippines",-25.8
148257,PH,Philippines,MIMAROPA,,2020-03-17,-42.0,-23.0,-30.0,-41.0,-39.0,16.0,"MIMAROPA, Philippines",-35.0
148258,PH,Philippines,MIMAROPA,,2020-03-18,-64.0,-51.0,-36.0,-57.0,-53.0,25.0,"MIMAROPA, Philippines",-52.2
148259,PH,Philippines,MIMAROPA,,2020-03-19,-67.0,-52.0,-40.0,-62.0,-56.0,26.0,"MIMAROPA, Philippines",-55.4
148260,PH,Philippines,MIMAROPA,,2020-03-20,-70.0,-58.0,-41.0,-68.0,-54.0,28.0,"MIMAROPA, Philippines",-58.2
148261,PH,Philippines,MIMAROPA,,2020-03-21,-74.0,-63.0,-47.0,-68.0,-41.0,23.0,"MIMAROPA, Philippines",-58.6
148262,PH,Philippines,MIMAROPA,,2020-03-22,-75.0,-65.0,-48.0,-73.0,-34.0,22.0,"MIMAROPA, Philippines",-59.0
148263,PH,Philippines,MIMAROPA,,2020-03-23,-71.0,-59.0,-44.0,-69.0,-58.0,29.0,"MIMAROPA, Philippines",-60.2
148264,PH,Philippines,MIMAROPA,,2020-03-24,-72.0,-59.0,-45.0,-68.0,-60.0,29.0,"MIMAROPA, Philippines",-60.8
148265,PH,Philippines,MIMAROPA,,2020-03-25,-72.0,-61.0,-45.0,-69.0,-60.0,29.0,"MIMAROPA, Philippines",-61.4
148266,PH,Philippines,MIMAROPA,,2020-03-26,-72.0,-60.0,-45.0,-67.0,-60.0,29.0,"MIMAROPA, Philippines",-60.8
148267,PH,Philippines,MIMAROPA,,2020-03-27,-73.0,-60.0,-45.0,-73.0,-57.0,31.0,"MIMAROPA, Philippines",-61.6
148268,PH,Philippines,MIMAROPA,,2020-03-28,-74.0,-63.0,-50.0,-73.0,-42.0,25.0,"MIMAROPA, Philippines",-60.4
148269,PH,Philippines,MIMAROPA,,2020-03-29,-77.0,-67.0,-51.0,-74.0,-35.0,24.0,"MIMAROPA, Philippines",-60.8
148270,PH,Philippines,MIMAROPA,,2020-03-30,-74.0,-65.0,-45.0,-72.0,-59.0,31.0,"MIMAROPA, Philippines",-63.0
148271,PH,Philippines,MIMAROPA,,2020-03-31,-72.0,-62.0,-45.0,-70.0,-60.0,29.0,"MIMAROPA, Philippines",-61.8
148272,PH,Philippines,MIMAROPA,,2020-04-01,-73.0,-62.0,-43.0,-69.0,-59.0,28.0,"MIMAROPA, Philippines",-61.2
148273,PH,Philippines,MIMAROPA,,2020-04-02,-73.0,-64.0,-45.0,-71.0,-60.0,30.0,"MIMAROPA, Philippines",-62.6
148274,PH,Philippines,MIMAROPA,,2020-04-03,-73.0,-64.0,-46.0,-73.0,-57.0,31.0,"MIMAROPA, Philippines",-62.6
148275,PH,Philippines,MIMAROPA,,2020-04-04,-73.0,-63.0,-47.0,-72.0,-40.0,19.0,"MIMAROPA, Philippines",-59.0
148276,PH,Philippines,MIMAROPA,,2020-04-05,-76.0,-67.0,-50.0,-74.0,-33.0,23.0,"MIMAROPA, Philippines",-60.0
148277,PH,Philippines,MIMAROPA,,2020-04-06,-71.0,-60.0,-43.0,-71.0,-57.0,29.0,"MIMAROPA, Philippines",-60.4
148278,PH,Philippines,MIMAROPA,,2020-04-07,-69.0,-58.0,-44.0,-69.0,-58.0,28.0,"MIMAROPA, Philippines",-59.6
148279,PH,Philippines,MIMAROPA,,2020-04-08,-69.0,-57.0,-43.0,-68.0,-57.0,26.0,"MIMAROPA, Philippines",-58.8
148280,PH,Philippines,MIMAROPA,,2020-04-09,-77.0,-68.0,-45.0,-72.0,-67.0,31.0,"MIMAROPA, Philippines",-65.8
148281,PH,Philippines,MIMAROPA,,2020-04-10,-84.0,-81.0,-49.0,-80.0,-68.0,36.0,"MIMAROPA, Philippines",-72.4
148282,PH,Philippines,MIMAROPA,,2020-04-11,-75.0,-64.0,-51.0,-73.0,-44.0,25.0,"MIMAROPA, Philippines",-61.4
148283,PH,Philippines,MIMAROPA,,2020-04-12,-75.0,-66.0,-50.0,-73.0,-33.0,22.0,"MIMAROPA, Philippines",-59.4
148284,PH,Philippines,MIMAROPA,,2020-04-13,-67.0,-55.0,-45.0,-68.0,-55.0,27.0,"MIMAROPA, Philippines",-58.0
148285,PH,Philippines,MIMAROPA,,2020-04-14,-69.0,-61.0,-46.0,-68.0,-58.0,28.0,"MIMAROPA, Philippines",-60.4
148286,PH,Philippines,MIMAROPA,,2020-04-15,-69.0,-59.0,-45.0,-70.0,-56.0,29.0,"MIMAROPA, Philippines",-59.8
148287,PH,Philippines,MIMAROPA,,2020-04-16,-70.0,-59.0,-45.0,-69.0,-57.0,29.0,"MIMAROPA, Philippines",-60.0
148288,PH,Philippines,MIMAROPA,,2020-04-17,-72.0,-63.0,-46.0,-72.0,-54.0,31.0,"MIMAROPA, Philippines",-61.4
148289,PH,Philippines,MIMAROPA,,2020-04-18,-73.0,-63.0,-50.0,-71.0,-38.0,24.0,"MIMAROPA, Philippines",-59.0
148290,PH,Philippines,MIMAROPA,,2020-04-19,-75.0,-66.0,-51.0,-74.0,-30.0,23.0,"MIMAROPA, Philippines",-59.2
148291,PH,Philippines,MIMAROPA,,2020-04-20,-69.0,-58.0,-45.0,-69.0,-54.0,30.0,"MIMAROPA, Philippines",-59.0
148292,PH,Philippines,MIMAROPA,,2020-04-21,-71.0,-62.0,-45.0,-70.0,-56.0,29.0,"MIMAROPA, Philippines",-60.8
148293,PH,Philippines,MIMAROPA,,2020-04-22,-71.0,-63.0,-46.0,-71.0,-54.0,28.0,"MIMAROPA, Philippines",-61.0
148294,PH,Philippines,MIMAROPA,,2020-04-23,-71.0,-64.0,-45.0,-71.0,-56.0,29.0,"MIMAROPA, Philippines",-61.4
148295,PH,Philippines,MIMAROPA,,2020-04-24,-73.0,-65.0,-46.0,-73.0,-52.0,27.0,"MIMAROPA, Philippines",-61.8
148296,PH,Philippines,MIMAROPA,,2020-04-25,-74.0,-65.0,-49.0,-73.0,-35.0,24.0,"MIMAROPA, Philippines",-59.2
148297,PH,Philippines,MIMAROPA,,2020-04-26,-76.0,-69.0,-52.0,-77.0,-28.0,24.0,"MIMAROPA, Philippines",-60.4
148298,PH,Philippines,MIMAROPA,,2020-04-27,-71.0,-62.0,-45.0,-71.0,-52.0,30.0,"MIMAROPA, Philippines",-60.2
